,t,x_earth,y_earth,x_moon,y_moon,x_geo,y_geo
0,0.0,150000000.0,0.0,150380000.0,0.0,150036000.0,0.0
1,2.0054945054945055,149977653.6061274,2589096.1358082746,150347578.66462636,2676018.2336577284,150013648.24299288,2589717.518880869
2,4.010989010989011,149910621.08266056,5177420.845456219,150250855.550584,5346655.909307853,149946599.6317204,5178663.426459129
3,6.016483516483516,149798922.4020684,7764202.932631406,150091425.00383225,8006777.10265242,149834874.1434449,7766066.341335237
4,8.021978021978022,149642590.84518716,10348671.660648739,149871851.33551943,10651722.196983196,149678505.06699,10351155.341847295
5,10.027472527472527,149441672.99130398,12930056.982092908,149595534.60163313,13277514.324606955,149477538.9928219,12933160.19576861
6,12.032967032967033,149196228.70427892,15507589.768255522,149266532.76764005,15881029.641160002,149232035.79916793,15511311.589799903
7,14.038461538461538,148906331.1147081,18080502.038298458,148889349.68728203,18460122.415942457,148942068.63417563,18084841.35878765
8,16.043956043956044,148572066.5981345,20648027.18807523,148468700.13722605,21013698.317314696,148607723.89411804,20652982.714600366
9,18.049450549450547,148193534.74931195,23209400.218542185,148009264.36569393,23541732.01918916,148229101.1976518,23214970.474594634
10,20.054945054945055,147770848.35253108,25763857.963691402,147515445.16902095,26045228.20705927,147806313.3561357,25770041.28960269
11,22.060439560439562,147304133.34801456,28310639.317937497,146991140.3758389,28526128.06327853,147339486.3400181,28317433.871373802
12,24.065934065934066,146793528.7943933,30848985.462890483,146439542.80136743,30987166.20229181,146828759.24130395,30856389.219401576
